Seconds,R_Time,SealID,Recording_ID,ID,Sleep_Code,Simple_Sleep_Code,Resp_Code,Water_Code,DN,pitch,roll,heading,x,y,z,geoX,geoY,Depth,speed,Lat,Long,Stroke_Rate,Heart_Rate,L_EEG_Delta,R_EEG_Delta,HR_VLF_Power
169066,2021-04-22 16:59:56,test33_HypoactiveHeidi,XLOC_2yr-juvenile,XLOC,HV Slow Wave Sleep,SWS,Apnea,OPEN OCEAN,738268.7083,-0.30712338,0.354629715,2.960408848,43810.71443,-69205.65721,-185.2955966,45313.46903,-114692.1359,185.2955966,0.8,36.14090784,-121.9018364,2.130044,45.41446,14.3816,3.724526,0.2393694
169067,2021-04-22 16:59:57,test33_HypoactiveHeidi,XLOC_2yr-juvenile,XLOC,HV Slow Wave Sleep,SWS,Apnea,OPEN OCEAN,738268.7083,-0.331080554,0.272417698,2.962194114,43810.8603,-69206.40323,-185.4910127,45313.28731,-114692.8392,185.4910127,0.8,36.14090511,-121.9018407,2.130044,47.38289,48.44989,6.499138,0.249624
169068,2021-04-22 16:59:58,test33_HypoactiveHeidi,XLOC_2yr-juvenile,XLOC,HV Slow Wave Sleep,SWS,Apnea,OPEN OCEAN,738268.7083,-0.279150534,0.281763394,2.915935469,43811.01345,-69207.15004,-185.7245668,45313.11286,-114693.5433,185.7245668,0.8,36.14090225,-121.9018449,2.130044,48.89388,44.30645,10.66106,0.249624
169069,2021-04-22 16:59:59,test33_HypoactiveHeidi,XLOC_2yr-juvenile,XLOC,HV Slow Wave Sleep,SWS,Apnea,OPEN OCEAN,738268.7083,-0.248313028,0.387757191,2.94412633,43811.17111,-69207.90387,-185.9150765,45312.94293,-114694.2544,185.9150765,0.8,36.14089934,-121.9018491,2.130044,48.42576,36.94033,19.44733,0.249624
169070,2021-04-22 17:00:00,test33_HypoactiveHeidi,XLOC_2yr-juvenile,XLOC,HV Slow Wave Sleep,SWS,Apnea,OPEN OCEAN,738268.7083,-0.097666638,0.61588555,2.900154673,43811.33787,-69208.67241,-186.191887,45312.78209,-114694.9802,186.191887,0.8,36.1408963,-121.9018528,2.130044,45.43604,76.07283,7.424009,0.249624
169071,2021-04-22 17:00:01,test33_HypoactiveHeidi,XLOC_2yr-juvenile,XLOC,HV Slow Wave Sleep,SWS,Apnea,OPEN OCEAN,738268.7083,-0.090239118,0.520731749,3.034997442,43811.46097,-69209.45996,-186.3299169,45312.57759,-114695.725,186.3299169,0.8,36.14089311,-121.9018567,2.130044,40.63245,167.2285,28.69604,0.249624
169072,2021-04-22 17:00:02,test33_HypoactiveHeidi,XLOC_2yr-juvenile,XLOC,HV Slow Wave Sleep,SWS,Apnea,OPEN OCEAN,738268.7084,-0.18789787,0.39822271,2.913718584,43811.60352,-69210.23803,-186.5203117,45312.39255,-114696.4604,186.5203117,0.8,36.14089001,-121.9018606,1.008348,42.98417,143.749,68.00304,0.249624
169073,2021-04-22 17:00:03,test33_HypoactiveHeidi,XLOC_2yr-juvenile,XLOC,HV Slow Wave Sleep,SWS,Apnea,OPEN OCEAN,738268.7084,-0.25024177,0.231095637,2.90972148,43811.78941,-69210.99592,-186.6626564,45312.25084,-114697.1755,186.6626564,0.8,36.14088684,-121.9018645,0.2605525,43.95097,154.7982,28.2336,0.249624
169074,2021-04-22 17:00:04,test33_HypoactiveHeidi,XLOC_2yr-juvenile,XLOC,HV Slow Wave Sleep,SWS,Apnea,OPEN OCEAN,738268.7084,-0.275888385,0.152523955,2.865080035,43811.98354,-69211.74196,-186.8574249,45312.11737,-114697.8789,186.8574249,0.8,36.14088363,-121.9018685,0.2605525,45.34166,8.857009,9.27375,0.249624
169075,2021-04-22 17:00:05,test33_HypoactiveHeidi,XLOC_2yr-juvenile,XLOC,HV Slow Wave Sleep,SWS,Apnea,OPEN OCEAN,738268.7084,-0.272847501,0.140882312,2.891658033,43812.18222,-69212.4844,-186.9950081,45311.98845,-114698.5786,186.9950081,0.79863933,36.14088037,-121.9018725,0.2605525,44.63957,86.20124,28.2336,0.1171619
169076,2021-04-22 17:00:06,test33_HypoactiveHeidi,XLOC_2yr-juvenile,XLOC,HV Slow Wave Sleep,SWS,Apnea,OPEN OCEAN,738268.7084,-0.211844297,0.195609859,2.95404139,43812.35979,-69213.23913,-187.208251,45311.83843,-114699.2906,187.208251,0.798278877,36.14087712,-121.9018766,0.2605525,45.40704,19.90618,6.499138,0.1171619
169077,2021-04-22 17:00:07,test33_HypoactiveHeidi,XLOC_2yr-juvenile,XLOC,HV Slow Wave Sleep,SWS,Apnea,OPEN OCEAN,738268.7084,-0.259150113,0.217777233,2.895945973,43812.53686,-69213.99469,-187.3112924,45311.68791,-114700.0034,187.3112924,0.796483929,36.14087393,-121.9018807,0.2605525,44.90929,148.3528,79.10149,0.1171619
169078,2021-04-22 17:00:08,test33_HypoactiveHeidi,XLOC_2yr-juvenile,XLOC,HV Slow Wave Sleep,SWS,Apnea,OPEN OCEAN,738268.7084,-0.295480768,0.228991032,2.845391947,43812.74309,-69214.73199,-187.537023,45311.56653,-114700.698,187.537023,0.795606477,36.14087077,-121.9018845,0.2605525,47.32952,45.68759,52.28024,0.1171619
169079,2021-04-22 17:00:09,test33_HypoactiveHeidi,XLOC_2yr-juvenile,XLOC,HV Slow Wave Sleep,SWS,Apnea,OPEN OCEAN,738268.7084,-0.318965709,0.183774743,2.832933192,43812.97438,-69215.45195,-187.6889987,45311.47023,-114701.3752,187.6889987,0.79320349,36.14086759,-121.901888,0.2605525,51.91309,68.24633,25.45899,0.1171619
169080,2021-04-22 17:00:10,test33_HypoactiveHeidi,XLOC_2yr-juvenile,XLOC,HV Slow Wave Sleep,SWS,Apnea,OPEN OCEAN,738268.7084,-0.313666276,0.160752491,2.829863947,43813.20647,-69216.1664,-187.9543846,45311.37473,-114702.0469,187.9543846,0.791619724,36.14086442,-121.9018916,0.2605525,45.95381,31.41574,22.68438,0.1171619
169081,2021-04-22 17:00:11,test33_HypoactiveHeidi,XLOC_2yr-juvenile,XLOC,HV Slow Wave Sleep,SWS,Apnea,OPEN OCEAN,738268.7085,-0.280466047,0.196876311,2.808024975,43813.45301,-69216.88239,-188.1295448,45311.29367,-114702.7202,188.1295448,0.789767226,36.14086116,-121.901895,0.2605525,43.02666,9.317391,29.15847,0.1171619
169082,2021-04-22 17:00:12,test33_HypoactiveHeidi,XLOC_2yr-juvenile,XLOC,HV Slow Wave Sleep,SWS,Apnea,OPEN OCEAN,738268.7085,-0.263959162,0.234423762,2.772466776,43813.71115,-69217.59699,-188.3464984,45311.22422,-114703.3921,188.3464984,0.787626517,36.14085789,-121.9018982,0.2605525,42.86552,31.41574,41.18179,0.1171619
169083,2021-04-22 17:00:13,test33_HypoactiveHeidi,XLOC_2yr-juvenile,XLOC,HV Slow Wave Sleep,SWS,Apnea,OPEN OCEAN,738268.7085,-0.192753007,0.36725166,2.764563132,43813.97181,-69218.31513,-188.4818276,45311.15728,-114704.0675,188.4818276,0.783822516,36.14085463,-121.9019013,0.2605525,43.21777,42.9253,12.5108,0.03736063
169084,2021-04-22 17:00:14,test33_HypoactiveHeidi,XLOC_2yr-juvenile,XLOC,HV Slow Wave Sleep,SWS,Apnea,OPEN OCEAN,738268.7085,-0.136414112,0.492277821,2.817086148,43814.22392,-69219.04395,-188.7411704,45311.08179,-114704.7536,188.7411704,0.780708432,36.1408514,-121.9019041,0.2605525,44.56681,102.775,27.77116,0.03736063
169085,2021-04-22 17:00:15,test33_HypoactiveHeidi,XLOC_2yr-juvenile,XLOC,HV Slow Wave Sleep,SWS,Apnea,OPEN OCEAN,738268.7085,-0.082938488,0.674778185,2.832590805,43814.46511,-69219.77764,-188.9702989,45310.99538,-114705.4446,188.9702989,0.775850259,36.14084826,-121.9019067,0.2605525,45.83353,109.6807,42.5691,0.03736063
169086,2021-04-22 17:00:16,test33_HypoactiveHeidi,XLOC_2yr-juvenile,XLOC,HV Slow Wave Sleep,SWS,Apnea,OPEN OCEAN,738268.7085,0.062132898,1.104808953,2.905893946,43814.68225,-69220.51884,-189.1651032,45310.88493,-114706.143,189.1651032,0.771610596,36.14084515,-121.9019084,0.2605525,43.93163,56.27639,7.886444,0.03736063
169087,2021-04-22 17:00:17,test33_HypoactiveHeidi,XLOC_2yr-juvenile,XLOC,HV Slow Wave Sleep,SWS,Apnea,OPEN OCEAN,738268.7085,0.185137791,1.835673588,3.041477568,43814.80961,-69221.2685,-189.545824,45310.6847,-114706.85,189.545824,0.7655682,36.14084202,-121.9019084,0.2605525,36.17271,52.13295,7.424009,0.03736063
169088,2021-04-22 17:00:18,test33_HypoactiveHeidi,XLOC_2yr-juvenile,XLOC,HV Slow Wave Sleep,SWS,Apnea,OPEN OCEAN,738268.7085,0.176493991,2.705071339,-2.923655349,43814.76321,-69222.01139,-189.8756805,45310.3107,-114707.5501,189.8756805,0.758741019,36.14083873,-121.9019068,0.2605525,38.3963,52.13295,7.424009,0.03736063
169089,2021-04-22 17:00:19,test33_HypoactiveHeidi,XLOC_2yr-juvenile,XLOC,HV Slow Wave Sleep,SWS,Apnea,OPEN OCEAN,738268.7086,0.074233312,-2.825909367,-2.674115725,43814.50563,-69222.71082,-189.9317489,45309.72552,-114708.2068,189.9317489,0.75108768,36.14083523,-121.9019062,0.2605525,41.002,24.51001,25.92142,0.03736063
169090,2021-04-22 17:00:20,test33_HypoactiveHeidi,XLOC_2yr-juvenile,XLOC,HV Slow Wave Sleep,SWS,Apnea,OPEN OCEAN,738268.7086,-0.044757132,-2.452573169,-2.592676448,43814.14464,-69223.3626,-189.9838911,45309.03693,-114708.8159,189.9838911,0.74257357,36.14083195,-121.9019076,0.2605525,45.88176,30.49498,49.04319,0.03736063
169091,2021-04-22 17:00:21,test33_HypoactiveHeidi,XLOC_2yr-juvenile,XLOC,HV Slow Wave Sleep,SWS,Apnea,OPEN OCEAN,738268.7086,-0.163588391,-2.547186236,-2.438934211,43813.71425,-69223.95421,-190.0197612,45308.27895,-114709.3648,190.0197612,0.733171757,36.1408288,-121.9019105,0.2605525,45.21847,61.34059,43.9564,0.03736063
169092,2021-04-22 17:00:22,test33_HypoactiveHeidi,XLOC_2yr-juvenile,XLOC,HV Slow Wave Sleep,SWS,Apnea,OPEN OCEAN,738268.7086,-0.200567357,-2.98442488,-2.322848613,43813.21517,-69224.46473,-190.1154185,45307.45228,-114709.8326,190.1154185,0.722863714,36.1408256,-121.9019138,0.2605525,43.3872,71.00862,24.53412,0.000492169
169093,2021-04-22 17:00:23,test33_HypoactiveHeidi,XLOC_2yr-juvenile,XLOC,HV Slow Wave Sleep,SWS,Apnea,OPEN OCEAN,738268.7086,-0.161963281,2.798600807,-2.335914931,43812.69902,-69224.94312,-190.2579644,45306.60853,-114710.2682,190.2579644,0.711639864,36.14082248,-121.9019169,0.2605525,39.37398,44.30645,23.60925,0.000492169
169094,2021-04-22 17:00:24,test33_HypoactiveHeidi,XLOC_2yr-juvenile,XLOC,HV Slow Wave Sleep,SWS,Apnea,OPEN OCEAN,738268.7086,-0.12914125,2.442526809,-2.399456278,43812.21103,-69225.44039,-190.3241206,45305.79294,-114710.7228,190.3241206,0.699499932,36.14081972,-121.9019197,0.2605525,38.67262,14.84198,18.06002,0.000492169
169095,2021-04-22 17:00:25,test33_HypoactiveHeidi,XLOC_2yr-juvenile,XLOC,HV Slow Wave Sleep,SWS,Apnea,OPEN OCEAN,738268.7086,-0.125156293,2.326993164,-2.468283219,43811.76305,-69225.96025,-190.5082057,45305.01737,-114711.1999,190.5082057,0.68645315,36.1408173,-121.9019223,0.2605525,38.05168,105.5373,34.7077,0.000492169
169096,2021-04-22 17:00:26,test33_HypoactiveHeidi,XLOC_2yr-juvenile,XLOC,HV Slow Wave Sleep,SWS,Apnea,OPEN OCEAN,738268.7086,-0.103061921,2.439668478,-2.452904512,43811.33677,-69226.48232,-190.604705,45304.26349,-114711.6793,190.604705,0.672518335,36.14081492,-121.9019248,0.2605525,36.3847,19.4458,20.3722,0.000492169
169097,2021-04-22 17:00:27,test33_HypoactiveHeidi,XLOC_2yr-juvenile,XLOC,HV Slow Wave Sleep,SWS,Apnea,OPEN OCEAN,738268.7086,-0.076801051,2.693484421,-2.390308019,43810.90882,-69226.98608,-190.7874182,45303.50794,-114712.1403,190.7874182,0.657723887,36.1408124,-121.9019272,0.2605525,35.53448,40.62339,12.5108,0.000492169
169098,2021-04-22 17:00:28,test33_HypoactiveHeidi,XLOC_2yr-juvenile,XLOC,HV Slow Wave Sleep,SWS,Apnea,OPEN OCEAN,738268.7087,-0.030575986,2.979883233,-2.35785178,43810.46202,-69227.45438,-190.9436958,45302.73355,-114712.5659,190.9436958,0.642107756,36.14080979,-121.9019297,0.2605525,40.04043,40.16301,10.66106,0.000492169
169099,2021-04-22 17:00:29,test33_HypoactiveHeidi,XLOC_2yr-juvenile,XLOC,HV Slow Wave Sleep,SWS,Apnea,OPEN OCEAN,738268.7087,0.041405985,-3.10455443,-2.308763763,43810.00514,-69227.89117,-191.131267,45301.94907,-114712.9599,191.131267,0.625717382,36.14080731,-121.9019325,0.2605525,46.15639,41.54415,13.8981,0.000492169
169100,2021-04-22 17:00:30,test33_HypoactiveHeidi,XLOC_2yr-juvenile,XLOC,HV Slow Wave Sleep,SWS,Apnea,OPEN OCEAN,738268.7087,0.12388463,-3.087196975,-2.341649544,43809.56182,-69228.31466,-191.221513,45301.17815,-114713.3407,191.221513,0.608609654,36.14080503,-121.9019352,0.2605525,40.36448,18.52504,14.82297,0.23846
169101,2021-04-22 17:00:31,test33_HypoactiveHeidi,XLOC_2yr-juvenile,XLOC,HV Slow Wave Sleep,SWS,Apnea,OPEN OCEAN,738268.7087,0.227676314,3.087775524,-2.337915012,43809.14282,-69228.7277,-191.3422979,45300.43156,-114713.711,191.3422979,0.590850858,36.14080292,-121.9019377,0.2605525,41.53974,30.0346,6.036703,0.23846
169102,2021-04-22 17:00:32,test33_HypoactiveHeidi,XLOC_2yr-juvenile,XLOC,HV Slow Wave Sleep,SWS,Apnea,OPEN OCEAN,738268.7087,0.326692045,2.928755481,-2.35603617,43808.75005,-69229.12291,-191.5680314,45299.7112,-114714.0635,191.5680314,0.572516605,36.14080097,-121.90194,0.2605525,43.90347,57.19715,13.43567,0.23846
169103,2021-04-22 17:00:33,test33_HypoactiveHeidi,XLOC_2yr-juvenile,XLOC,HV Slow Wave Sleep,SWS,Apnea,OPEN OCEAN,738268.7087,0.389821127,2.795111259,-2.358773882,43808.37829,-69229.49419,-191.6329677,45299.01184,-114714.3921,191.6329677,0.553691684,36.14079917,-121.9019424,0.2605525,40.45787,69.16709,32.85795,0.23846
169104,2021-04-22 17:00:34,test33_HypoactiveHeidi,XLOC_2yr-juvenile,XLOC,HV Slow Wave Sleep,SWS,Apnea,OPEN OCEAN,738268.7087,0.414522333,2.749445029,-2.311761315,43808.01832,-69229.83892,-191.7464626,45298.32427,-114714.6941,191.7464626,0.534469783,36.14079758,-121.901945,0.2605525,33.51385,38.78186,49.50563,0.23846
169105,2021-04-22 17:00:35,test33_HypoactiveHeidi,XLOC_2yr-juvenile,XLOC,HV Slow Wave Sleep,SWS,Apnea,OPEN OCEAN,738268.7087,0.40363315,2.802895742,-2.296576763,43807.66227,-69230.15931,-191.9047305,45297.64062,-114714.9717,191.9047305,0.51495301,36.14079619,-121.9019477,0.2605525,34.60773,38.32148,19.90976,0.23846
169106,2021-04-22 17:00:36,test33_HypoactiveHeidi,XLOC_2yr-juvenile,XLOC,HV Slow Wave Sleep,SWS,Apnea,OPEN OCEAN,738268.7088,0.377785706,2.904707749,-2.234563888,43807.30203,-69230.45262,-192.0641223,45296.95279,-114715.2223,192.0641223,0.495251139,36.14079503,-121.9019504,0.2605525,36.79549,78.37474,62.91625,0.23846
169107,2021-04-22 17:00:37,test33_HypoactiveHeidi,XLOC_2yr-juvenile,XLOC,HV Slow Wave Sleep,SWS,Apnea,OPEN OCEAN,738268.7088,0.338383421,3.000429176,-2.208208458,43806.93992,-69230.72382,-192.1755199,45296.26308,-114715.4508,192.1755199,0.475480519,36.1407941,-121.9019533,0.2605525,38.77124,76.07283,51.35537,0.23846
169108,2021-04-22 17:00:38,test33_HypoactiveHeidi,XLOC_2yr-juvenile,XLOC,HV Slow Wave Sleep,SWS,Apnea,OPEN OCEAN,738268.7088,0.315034333,3.041784652,-2.226510307,43806.58787,-69230.98624,-192.3453654,45295.58344,-114715.6705,192.3453654,0.455762628,36.14079335,-121.901956,0.2605525,43.48079,7.475862,3.262091,0.9146333
169109,2021-04-22 17:00:39,test33_HypoactiveHeidi,XLOC_2yr-juvenile,XLOC,HV Slow Wave Sleep,SWS,Apnea,OPEN OCEAN,738268.7088,0.304864052,3.022355548,-2.228572502,43806.25002,-69231.24067,-192.4896586,45294.91799,-114715.8822,192.4896586,0.436222226,36.14079273,-121.9019587,0.2605525,44.9969,103.6958,11.58593,0.9146333
169110,2021-04-22 17:00:40,test33_HypoactiveHeidi,XLOC_2yr-juvenile,XLOC,HV Slow Wave Sleep,SWS,Apnea,OPEN OCEAN,738268.7088,0.299502943,2.948219191,-2.301511057,43805.93743,-69231.49842,-192.671605,45294.2778,-114716.0972,192.671605,0.416985166,36.14079221,-121.9019612,0.2605525,45.32765,30.95536,1.412349,0.9146333
169111,2021-04-22 17:00:41,test33_HypoactiveHeidi,XLOC_2yr-juvenile,XLOC,HV Slow Wave Sleep,SWS,Apnea,OPEN OCEAN,738268.7088,0.29112047,2.86592359,-2.324242542,43805.65152,-69231.76039,-192.7759871,45293.6643,-114716.3165,192.7759871,0.398175891,36.14079178,-121.9019634,0.2605525,46.29113,54.43486,19.44733,0.9146333
169112,2021-04-22 17:00:42,test33_HypoactiveHeidi,XLOC_2yr-juvenile,XLOC,HV Slow Wave Sleep,SWS,Apnea,OPEN OCEAN,738268.7088,0.266332865,2.808014267,-2.368092713,43805.39061,-69232.02555,-192.9130496,45293.07579,-114716.5389,192.9130496,0.379914734,36.14079144,-121.9019654,0.2605525,46.51663,48.91027,11.58593,0.9146333
169113,2021-04-22 17:00:43,test33_HypoactiveHeidi,XLOC_2yr-juvenile,XLOC,HV Slow Wave Sleep,SWS,Apnea,OPEN OCEAN,738268.7088,0.224071918,2.795916676,-2.457154774,43805.15575,-69232.29591,-193.0406049,45292.51334,-114716.7665,193.0406049,0.362315122,36.14079121,-121.9019672,0.2605525,45.7598,29.57421,2.33722,0.9146333
169114,2021-04-22 17:00:44,test33_HypoactiveHeidi,XLOC_2yr-juvenile,XLOC,LV Slow Wave Sleep,SWS,Apnea,OPEN OCEAN,738268.7088,0.17665982,2.817167866,-2.499793379,43804.94431,-69232.56868,-193.1314085,45291.9743,-114716.9966,193.1314085,0.345480836,36.14079111,-121.9019687,0.2605525,45.99728,31.87612,12.5108,0.9146333
169115,2021-04-22 17:00:45,test33_HypoactiveHeidi,XLOC_2yr-juvenile,XLOC,LV Slow Wave Sleep,SWS,Apnea,OPEN OCEAN,738268.7089,0.14783901,2.845853583,-2.535957198,43804.75006,-69232.83704,-193.2452334,45291.45246,-114717.2222,193.2452334,0.32950346,36.14079113,-121.9019701,0.2605525,46.89138,22.66848,17.13515,0.9146333
169116,2021-04-22 17:00:46,test33_HypoactiveHeidi,XLOC_2yr-juvenile,XLOC,LV Slow Wave Sleep,SWS,Apnea,OPEN OCEAN,738268.7089,0.114673221,2.873385934,-2.559944454,43804.56834,-69233.0974,-193.4102911,45290.94314,-114717.4398,193.4102911,0.314460178,36.14079129,-121.9019714,0.2605525,48.98792,21.74771,15.28541,0.5022684
169117,2021-04-22 17:00:47,test33_HypoactiveHeidi,XLOC_2yr-juvenile,XLOC,LV Slow Wave Sleep,SWS,Apnea,OPEN OCEAN,738268.7089,0.097743532,2.859748408,-2.567839789,43804.40232,-69233.35226,-193.5166624,45290.44953,-114717.652,193.5166624,0.300412031,36.14079158,-121.9019725,0.2605525,53.03635,29.11383,18.52246,0.5022684
169118,2021-04-22 17:00:48,test33_HypoactiveHeidi,XLOC_2yr-juvenile,XLOC,LV Slow Wave Sleep,SWS,Apnea,OPEN OCEAN,738268.7089,0.094094128,2.841713785,-2.598794443,43804.25197,-69233.60158,-193.6026413,45289.97158,-114717.8586,193.6026413,0.287402728,36.14079199,-121.9019736,0.2605525,51.7855,70.54824,11.12349,0.5022684
169119,2021-04-22 17:00:49,test33_HypoactiveHeidi,XLOC_2yr-juvenile,XLOC,LV Slow Wave Sleep,SWS,Apnea,OPEN OCEAN,738268.7089,0.084122329,2.808329851,-2.623759062,43804.1141,-69233.84412,-193.7023036,45289.50611,-114718.0584,193.7023036,0.275458089,36.14079251,-121.9019746,0.2605525,43.15617,30.49498,7.424009,0.5022684
169120,2021-04-22 17:00:50,test33_HypoactiveHeidi,XLOC_2yr-juvenile,XLOC,LV Slow Wave Sleep,SWS,Apnea,OPEN OCEAN,738268.7089,0.082374087,2.792840883,-2.682985163,43803.9879,-69234.08031,-193.8200443,45289.05232,-114718.2519,193.8200443,0.264586127,36.14079314,-121.9019755,0.2605525,44.49133,13.00045,1.874785,0.5022684
169121,2021-04-22 17:00:51,test33_HypoactiveHeidi,XLOC_2yr-juvenile,XLOC,LV Slow Wave Sleep,SWS,Apnea,OPEN OCEAN,738268.7089,0.083744808,2.796962686,-2.663487025,43803.87086,-69234.3099,-194.0004849,45288.60768,-114718.4387,194.0004849,0.254777755,36.14079387,-121.9019764,0.2605525,47.00629,54.89524,24.07168,0.5022684
169122,2021-04-22 17:00:52,test33_HypoactiveHeidi,XLOC_2yr-juvenile,XLOC,LV Slow Wave Sleep,SWS,Apnea,OPEN OCEAN,738268.7089,0.080717605,2.820005202,-2.652583894,43803.75539,-69234.53004,-194.1089579,45288.16461,-114718.6161,194.1089579,0.246008067,36.14079467,-121.9019773,0.2605525,46.02619,60.88021,7.886444,0.5022684
169123,2021-04-22 17:00:53,test33_HypoactiveHeidi,XLOC_2yr-juvenile,XLOC,LV Slow Wave Sleep,SWS,Apnea,OPEN OCEAN,738268.7089,0.085773998,2.85601559,-2.644687102,43803.64269,-69234.74241,-194.2355887,45287.72431,-114718.7858,194.2355887,0.238238093,36.14079555,-121.9019782,0.2605525,44.68749,63.18212,11.12349,0.5022684
169124,2021-04-22 17:00:54,test33_HypoactiveHeidi,XLOC_2yr-juvenile,XLOC,LV Slow Wave Sleep,SWS,Apnea,OPEN OCEAN,738268.709,0.09660705,2.883624088,-2.633250175,43803.53122,-69234.94705,-194.3545917,45287.28525,-114718.9477,194.3545917,0.231416932,36.14079648,-121.9019792,0.2605525,45.31774,75.15206,5.574267,0.03578286
169125,2021-04-22 17:00:55,test33_HypoactiveHeidi,XLOC_2yr-juvenile,XLOC,LV Slow Wave Sleep,SWS,Apnea,OPEN OCEAN,738268.709,0.112471341,2.885992716,-2.597490661,43803.41998,-69235.14497,-194.500577,45286.84642,-114719.1029,194.500577,0.226309409,36.14079747,-121.9019801,0.2605525,45.57296,24.04963,8.811315,0.03578286
169126,2021-04-22 17:00:56,test33_HypoactiveHeidi,XLOC_2yr-juvenile,XLOC,LV Slow Wave Sleep,SWS,Apnea,OPEN OCEAN,738268.709,0.129137983,2.879560976,-2.595530931,43803.30731,-69235.33555,-194.6751188,45286.40615,-114719.2507,194.6751188,0.221005286,36.14079851,-121.9019812,0.2605525,47.42011,34.17804,4.186961,0.03578286
169127,2021-04-22 17:00:57,test33_HypoactiveHeidi,XLOC_2yr-juvenile,XLOC,LV Slow Wave Sleep,SWS,Apnea,OPEN OCEAN,738268.709,0.148690243,2.865313684,-2.555002478,43803.19298,-69235.51945,-194.8640237,45285.96422,-114719.3919,194.8640237,0.21731501,36.14079958,-121.9019823,0.2605525,51.74872,21.28733,10.66106,0.03578286
169128,2021-04-22 17:00:58,test33_HypoactiveHeidi,XLOC_2yr-juvenile,XLOC,LV Slow Wave Sleep,SWS,Apnea,OPEN OCEAN,738268.709,0.162383728,2.862879393,-2.50080122,43803.07259,-69235.69421,-194.9770567,45285.51624,-114719.5239,194.9770567,0.213314567,36.14080069,-121.9019835,0.2605525,44.97512,31.41574,14.82297,0.03578286
169129,2021-04-22 17:00:59,test33_HypoactiveHeidi,XLOC_2yr-juvenile,XLOC,LV Slow Wave Sleep,SWS,Apnea,OPEN OCEAN,738268.709,0.15729926,2.87805759,-2.444678294,43802.94384,-69235.85875,-195.1056432,45285.05989,-114719.6458,195.1056432,0.210805948,36.14080184,-121.9019848,0.2605525,43.99851,108.2996,13.43567,0.03578286
169130,2021-04-22 17:01:00,test33_HypoactiveHeidi,XLOC_2yr-juvenile,XLOC,LV Slow Wave Sleep,SWS,Apnea,OPEN OCEAN,738268.709,0.14877124,2.893687768,-2.386325808,43802.80624,-69236.01282,-195.2490325,45284.5947,-114719.7571,195.2490325,0.207861512,36.14080303,-121.9019863,0.2605525,42.78055,13.46083,9.27375,0.03578286
169131,2021-04-22 17:01:01,test33_HypoactiveHeidi,XLOC_2yr-juvenile,XLOC,LV Slow Wave Sleep,SWS,Apnea,OPEN OCEAN,738268.709,0.138958916,2.909312174,-2.290598133,43802.65944,-69236.15477,-195.4856944,45284.1203,-114719.8563,195.4856944,0.205458526,36.14080427,-121.901988,0.2605525,41.73608,13.46083,9.27375,0.03578286
169132,2021-04-22 17:01:02,test33_HypoactiveHeidi,XLOC_2yr-juvenile,XLOC,LV Slow Wave Sleep,SWS,Apnea,OPEN OCEAN,738268.7091,0.124511888,2.919923884,-2.204473327,43802.50329,-69236.28356,-195.5714103,45283.63656,-114719.9424,195.5714103,0.203516071,36.14080557,-121.9019898,0.2605525,36.70607,32.33651,23.60925,0.03578286
169133,2021-04-22 17:01:03,test33_HypoactiveHeidi,XLOC_2yr-juvenile,XLOC,LV Slow Wave Sleep,SWS,Apnea,OPEN OCEAN,738268.7091,0.117286488,2.940998082,-2.196429946,43802.34115,-69236.40332,-195.705017,45283.14682,-114720.0194,195.705017,0.202786125,36.14080691,-121.9019917,0.2605525,37.73854,34.63842,14.82297,0.7829334
169134,2021-04-22 17:01:04,test33_HypoactiveHeidi,XLOC_2yr-juvenile,XLOC,LV Slow Wave Sleep,SWS,Apnea,OPEN OCEAN,738268.7091,0.116400036,2.939529425,-2.165359373,43802.17672,-69236.51807,-195.8568242,45282.65479,-114720.0915,195.8568242,0.20136067,36.14080827,-121.9019937,0.2605525,39.80346,26.35154,14.36054,0.7829334
169135,2021-04-22 17:01:05,test33_HypoactiveHeidi,XLOC_2yr-juvenile,XLOC,LV Slow Wave Sleep,SWS,Apnea,OPEN OCEAN,738268.7091,0.125510506,2.936867983,-2.116435449,43802.00857,-69236.62572,-195.9938862,45282.15905,-114720.1564,195.9938862,0.201065002,36.14080968,-121.9019957,0.2605525,39.75533,56.73677,7.886444,0.7829334
169136,2021-04-22 17:01:06,test33_HypoactiveHeidi,XLOC_2yr-juvenile,XLOC,LV Slow Wave Sleep,SWS,Apnea,OPEN OCEAN,738268.7091,0.125685223,2.921557379,-2.07076915,43801.83644,-69236.72523,-196.1769741,45281.65932,-114720.2132,196.1769741,0.2,36.14081112,-121.9019979,0.2605525,40.84743,18.98542,4.186961,0.7829334
169137,2021-04-22 17:01:07,test33_HypoactiveHeidi,XLOC_2yr-juvenile,XLOC,LV Slow Wave Sleep,SWS,Apnea,OPEN OCEAN,738268.7091,0.131016718,2.910464445,-2.0566278,43801.66179,-69236.81903,-196.2876114,45281.15708,-114720.2642,196.2876114,0.2,36.1408126,-121.902,0.2605525,43.22418,23.58924,8.811315,0.7829334
